58.3418995,25.5687878333
58.3418978333,25.5687721667
58.3418965,25.5687548333
58.3418961667,25.5687323333
58.341896,25.5687146667
58.3418948333,25.5686925
58.3418933333,25.5686741667
58.3418891667,25.5686523333
58.3418815,25.5686376667
58.341871,25.5686216667
58.3418593333,25.568609
58.3418483333,25.5686035
58.3418345,25.5685985
58.3418228333,25.5685966667
58.3418088333,25.5685965
58.3417948333,25.5685988333
58.3417813333,25.5686048333
58.3417706667,25.5686128333
58.341759,25.5686263333
58.3417501667,25.56864
58.341742,25.5686556667
58.3417333333,25.5686758333
58.3417261667,25.5686981667
58.3417203333,25.5687223333
58.3417165,25.568743
58.3417141667,25.5687685
58.3417141667,25.5687943333
58.341715,25.568816
58.3417168333,25.5688376667
58.341719,25.5688628333
58.3417233333,25.568887
58.3417288333,25.5689101667
58.3417348333,25.5689335
58.3417418333,25.5689555
58.3417496667,25.5689763333
58.3417571667,25.568993
58.3417651667,25.5690085
58.3417733333,25.569024
58.3417811667,25.5690445
58.3417896667,25.5690648333
58.3417998333,25.5690808333
58.3418101667,25.5690876667
58.3418235,25.5690888333
58.341835,25.5690871667
58.3418456667,25.569082
58.3418575,25.5690695
58.3418683333,25.569055
58.3418773333,25.569041
58.3418885,25.5690261667
58.341898,25.5690145
58.3419075,25.5690033333
58.3419183333,25.5689878333
58.341926,25.5689721667
58.3419323333,25.5689508333
58.3419311667,25.568931
58.341924,25.5689095
58.3419163333,25.5688948333
58.341909,25.568874
58.3419073333,25.5688508333
